Title,cluster
"Đồng nghiệp thân thiện, cởi mở",3
Môi trường làm việc tốt cho sinh viên mới ra trường,2
"Phù hợp, ổn định gắn bó lâu dài được",3
"Môi trường trẻ trung, thân thiện",2
Cơ hội làm với top company trong và ngoài nước,1
"Rất tốt để học hỏi, phát triển bản thân",2
Lựa chọn tuyệt vời cho các bạn mới ra trường,1
Cơ hội thăng tiến cao,1
Hỏi kĩ trước khi phỏng vấn,3
Môi trường làm việc tốt,2
"Sếp vui tính, Nhân viên hòa đồng",0
Môi trường làm việc chuyên nghiệp,2
Văn hóa công ty thoải mái,1
Môi trường làm việc tốt nhiều cơ hội thăng tiến,2
Văn hóa công ty thoải mái sáng tạo,1
Môi trường trẻ đầy nhiệt huyết,2
"Môi trường trẻ hiện đại, cởi mở",2
"campus đẹp, rộng nhưng hơi xa",3
"môi trường tương đối, lương thưởng & phúc lợi thấp",3
Tốt cho fresher,1
"Phúc lợi tốt, chế độ bảo hiểm ok",1
"Môi trường chuyên nghiệp, nhiều cơ hội cho Fresher",2
Văn hóa công ty đặc trưng,1
"Phúc lợi tốt, văn hóa công ty thoải mái",2
"Chế độ đãi ngộ tốt, học liệu được cung cấp đầy đủ",1
"Công ty nhiều dự án hay, học hỏi được nhiều",0
Cơ hội thăng tiến và lộ trình phát triển rõ ràng,1
"Nơi phát triển được bản thân, mài dũa được nhiều kỹ năng",0
"Có nhiều dự án, đi onsite nhiều",1
Văn hóa công ty thoải mái,1
"Văn phòng tiện nghi , view đẹp",3
Được cấp chứng chỉ khi tham gia các khoá học,3
Môi trường năng động chế độ đãi ngộ tốt,2
"Đồng nghiệp thân thiện, lương thưởng ổn đinh",3
Nhiều dự án lớn chế độ đãi ngộ tốt,1
"Nơi làm việc thân thiện, ổn định",3
Không gian làm việc lý tưởng,2
môi trường làm việc sáng tạo,2
"Nơi làm việc năng động, chuyên nghiệp",2
"OT nhiều, lương thưởng ổn định",3
"Có xe bus hỗ trợ đi lại, campus xịn xò",3
"Không gian thoải mái, hiện đại",3
môi trường làm việc năng động vui vẻ,2
"Nơi làm việc hiện đại, đầy đủ tiện nghi",3
Có nhiều cơ hội thăng tiến,1
Môi trường làm việc năng động,2
"chế độ đãi ngộ tốt ,văn hóa công ty trẻ trung năng động",1
"Sếp tâm lý, biết lắng nghe",0
"Anh em trong team thân thiện, nhiệt tình",0
Môi trường làm việc tiện nghi hiện đại,3
"Đãi ngộ tốt, môi trường làm việc hiện đại",2
Môi trường văn hóa tuyệt vời,2
"Môi trường tốt, cơ hội nhiều",2
"Môi trường làm việc tốt, chuyên nghiệp",2
Không gian làm việc truyền cảm hứng,2
"Đồng nghiệp vui vẻ, hòa đồng",0
Chế độ bảo hiểm và phúc lợi ổn,3
Môi trường tốt để phát triển bản thân,2
Cơ hội phát triển bản thân,2
Môi trường làm việc hiện đại,2
Môi trường làm việc chuyên nghiệp,2
Cơ hội thăng tiến nhiều,1
Chế độ đãi ngộ hấp dẫn,1
Phù hợp fresher muốn học hỏi thêm kinh nghiệm,0
"Nơi làm việc trẻ trung, năng động",2
campus hơi xa nhưng rộng và đẹp,3
"Nhiều tiện ích, chế độ đãi ngộ tốt",1
Có thể ổn định lâu dài,3
"Văn hóa năng động, trẻ trung",2
Sinh viên có thêm nhiều cơ hội để trải nghiệm,0
"Môi trường tốt, không cần kinh nghiệm",2
"Chế độ phúc lợi khá ổn, lương OT nhiều",3
"Môi trường làm việc tốt, có cơ hội phát triển bản thâ",2
"Môi trường làm việc tốt, có cơ hội phát triển bản thân",2
"Chế độ phúc lợi khá ổn, lương OT nhiều",3
Có nhiều cơ hội phát triển bản thân tốt hơn,2
"Môi trường dân chủ, thân thiện",3
"Môi trường làm việc thoải mái, thân thiện",2
"Môi trường đáng học hỏi, nâng cao nhiều kĩ năng",0
Khá tốt cho fresher,1
Môi trường thích hợp để rèn luyện,2
"Công ty phù hợp với fresher, junior",1
"salary tốt, OT nhiều",1
Nhiều dự án nên học hỏi được nhiều kinh nghiệm,0
"Môi trường chuyên nghiệp, mài dũa được nhiều kĩ năng",0
"Nhiều cơ hội cho người năng động, rất đáng thử sức",3
Môi trường và văn hóa công ty tuyệt vời,1
"Khá ổn với các bạn mới ra trường, junior",1
Lương và chế độ phúc lợi tốt,3
Nhiều dự án lớn nên có nhiều kỹ năng,0
"Công ty đẹp, tiện nghi, hiện đại",1
"Nơi làm việc năng động chuyên nghiệp, nhiều cơ hội phát triển bản thân",2
"Môi trường chuyên nghiệp, là nơi bắt đầu sự nghiệp coder",3
"Công ty có chế đãi ngộ tốt, sếp tạo điều kiện tối đa cho nhân viên",1
"Môi trường làm việc tốt, đồng nghiệp dễ gần, thời gian linh hoạt",2
"Môi trường trẻ nhiệt huyết, năng động",2
"Môi trường làm việc trẻ trung, năng động, dễ thích ứng",2
Nơi để phát triển bản thân tốt,2
"Chế độ đãi ngộ tốt, lương tạm ổn nhưng ổn định",3
Học hỏi được nhiều kinh nghiệm trong quá trình làm việc,2
"Công ty có nhiều dự án đa dạng, được mở rộng nhiều",0
"Môi trường outsource, nhiều dự án",2
"Nhiều dự án, cơ hội thăng tiến cao, phù hợp với fresher",1
"Môi trường tốt, làm việc chuyên nghiệp, có xe buýt hỗ trợ",2
Môi trường tốt cho người giỏi hoặc fresher,2
Môi trường tốt cho sinh viên mới ra trường,0
"Không gian làm việc thoải mái, hiện đại",2
"Văn hóa Fsoft trẻ, hiện đại, môi trường cạnh tranh",3
Môi trường tốt cho Fresher,2
Cơ hội thăng tiến tốt,1
Chế độ đãi ngộ và bảo hiểm tốt,1
Nhiều hỗ trợ và tiện ích,3
"Văn hóa độc đáo, môi trường chuyên nghiệp",3
Nhiều cơ hội để học hỏi,2
"Văn phòng đẹp, tiện nghi hiện đại",3
"Campus riêng đẹp, có xe bus hỗ trợ đi lại",3
"Lương thưởng ổn, phúc lợi tốt",3
"Nhiều jop ngon, được on job nhiều",1
"Chế độ tốt, lương thưởng xứng đáng",2
"Tư tưởng cởi mở, môi trường trẻ trung thoải mái",2
"Phúc lợi, môi trường làm việc tốt",2
Môi trường làm việc tốt để phát triển bản thân,2
Công ty hiện đại và nhiều dự án tốt,1
"Chế độ ổn, Lương thưởng xứng đáng cho nhân viên",3
Không gian thoải mái hiện đại,3
Nhiều job ngon nên học hỏi được nhiều kinh nghiệm,0
Môi trường tư tưởng cởi mở,2
"Môi trường trẻ trung, năng động, campus đẹp",2
Được on nhiều job nâng trình nhanh,1
"Chế độ đãi ngộ ok, lương ổn định",1
Có nhiều OT nên kiếm thêm được,3
"Môi trường làm việc trẻ, thân thiện",2
Có sếp lớn takecare fresher cẩn thận,2
Môi trường làm việc khá thoải mái,2
"Môi trường làm việc hiện đại, thân thiện",3
Đánh giá về FPT Software sau 1 thời gian làm việc,1
"Môi trường tốt để làm việc lâu dài, phù hợp với cả sinh viên trái ngành",0
Môi Trường tốt để Phát triển nghề nghiệp,2
"Môi trường tốt cho người năng động, nhiều cơ hội học hỏi công nghệ mới",2
"Môi trường làm việc thân thiện, teamwork hăng hái, có trách nhiệm",2
"Môi trường làm việc thoải mái, chế độ đãi ngộ tốt",2
Học hỏi được nhiều kinh nghiệm từ sếp và đồng nghiệp ở công ty,0
Nơi học tập và làm việc chuyên nghiệp,2
Khá nhiều cơ hội phát triển nghề nghiệp tại FPT,0
Văn phòng hiện đại và tiện nghi,3
"Môi trường làm việc trẻ, năng động, đầy nhiệt huyết",2
"Môi trường có nhiều tiện ích, hỗ trợ tốt, nhất là các bạn muốn học việc",2
Môi trường phù hợp cho những ai muốn học hỏi và thăng tiến,2
Có nhiều job ngon,1
Học hỏi được nhiều trong công việc,3
Được on nhiều job nâng trình nhanh,1
Chế độ đãi ngộ ok,1
"Môi trường làm việc chuyên nghiệp, thích hợp với cả fresher",2
Thích không gian hiện đại,3
"Văn phòng làm việc hiện đại, tiện lợi",3
"Campus rộng rãi, thoáng, có xe bus hỗ trợ đi lại",3
Được học hỏi nhiều kinh nghiệm khi làm việc FPT Software,1
"Môi trường trẻ, cải thiện được tay nghề",2
Đồng nghiệp với sếp thân thiện,0
Chế độ bảo hiểm và phúc lợi khá ổn,3
"Môi trường làm việc ổn định , Nhân viên thân thiện",3
"Học hỏi nhiều điều từ công ty, nhiều cơ hội để phát triển bản thân",2
Phù hợp với sinh viên trẻ mới ra trường,0
"Môi trường chuyên nghiệp, nhiều dự án và nhiều OT",3
công ty trọng người tài,1
Cơ hội trải nghiệm cho sinh viên mới ra trường .,0
"OT rõ ràng, công việc ổn định .",3
Môi trường tốt cho sinh viên mới ra trường học tập và làm việc .,2
Trả lương OT hợp lý rõ ràng đầy đủ,3
"Lương ổn định, sếp quan tâm nv",3
campus hơi xa. Học hỏi được nhiều kinh nghiệm từ anh em.,0
"Đồng nghiệp hòa đồng, lương ok",0
Môi trường Làm việc ổn và sinh viên mới ra trường học hỏi dk nhiều kinh nghiệm,0
"Văn hóa Fsoft trẻ, hòa đồng",0
Chế độ đãi ngộ nhân viên ổn,1
Campus hiện đại view đẹp,3
Cơ hội việc làm ổn định lâu dài,3
Có thể nâng cao trình độ chuyên môn,0
"Chế độ đào tạo fresher tốt, còn công việc thì chán",3
"Môi trường thân thiện, phù hợp với cả sinh viên trái ngành",0
Môi trường toàn người trẻ nên năng động,2
"Được đi onsite nhiều, trải nghiệm nhiều lĩnh vực",0
Môi trường tốt cho fresher,2
Văn hoá công ty thoải mái,1
Công ty có nhiều dự án lớn,1
"Không gian đẹp tiện nghi, nhiều khu tích hợp hay",3
Môi trường tốt để phát triển bản thân,2
Có xe bus hỗ trợ đi lại nên khá tiện lợi,3
Nâng cao trình độ chuyên môn,0
Có nhiều cơ hội để thăng tiến,1
Môi trường học tập và làm việc tốt,2
"campus tiện nghi, môi trường trẻ năng động",2
Học hỏi từ sếp nhiều vì sếp có trình độ cao,0
"Tỉ lệ fresher, junior cao",1
Là nơi rèn rũa nhân tài ngành,0
Môi trường làm việc đa dạng,2
Chế độ đãi ngộ tốt,1
Nhiều cơ hội phát triển nghề nghiệp,0
Nhiều phúc lợi tốt,2
công ty có Chế độ đãi ngộ tốt,1
"Môi trường trẻ trung, có cơ hội phát triển",2
Công ty có nhiều cơ hội học tập và thăng tiến,1
"Sếp tốt tính, lắngnghe ý kiến nhân viên",0
Đây là nơi phù hợp học tập và làm việc chuyên nghiệp,2
Môi trường làm việc thân thiện,2
Đánh giá FPT Software của tôi,1
"Chế độ tốt, OT nhiều",1
Nơi làm việc lý tưởng cho các bạn trẻ,2
Có thể phát triển lâu dài,3
"Đi làm có xe đưa đón, rất tiện",1
Môi trường làm việc năng động,2
Học hỏi được nhiều điều từ đồng nghiệp và công ty,0
Nhận xét Fsoft,3
"Công ty có nhiều phúc lợi, lương ổn định",3
"Văn phòng hiện đại, đào tạo tốt",2
Dự án thực tế,0
"Môi trường trẻ, năng động sáng tạo",2
Công ty mạnh về đào tạo,1
Không biết cách níu giữ người giỏi,3
Sau hơn 3 năm làm việc,2
"Đồng nghiệp thân thiện, sếp dễ tính",0
"Đội ngũ nhân viên trẻ, nhiệt tình phù hợp với mình",2
Học hỏi đc khá nhiều kinh nghiệm,0
mặt bằng chung nhân viên trẻ trung và năng động,2
Đồng nghiệp thân thiện,0
Đội ngũ nhân viên trẻ năng động,2
Môi trường năng động phát triển bản thân tốt,2
Đồng nghiệp hồ hởi giúp đỡ nhau trong công việc,0
Học hỏi được nhiều kinh nghiệm,0
Thiết bị máy móc đầy đủ,3
môi trường làm việc chuyên nghiệp,2
Môi trường làm việc năng động có thăng tiến,2
Môi trường phù hợp fresher học hỏi lấy kinh nghiệm,2
"Campus đẹp, rộng, văn phòng tiện nghi.",3
"Nhiều job ngon, đi onsite thường xuyên",1
"Văn phòng làm việc đẹp, khoa học, môi trường thoải mái",2
"Môi trường trẻ trung, nhiệt huyết, học hỏi được nhiều từ anh em",0
Có tiềm năng phát triển,2
"Thời gian làm việc linh hoạt, tạo điều kiện cho nv",3
"Cơ hội onsite nước ngoài, nâng trình nhanh",1
Fsoft có nhiều hoạt động thú vị,3
Phù hợp cho các bạn mới ra trường làm quen môi trường làm việc thực tế,2
Nhiều job ngon nhưng chưa sáng tạo,1
"Training toàn diện, môi trường tốt, phải thi nhiều chứng chỉ",3
Newbie nên vào làm để trải nghiệm,0
"Tiện ích tốt, nhiều hỗ trợ cho nhân viên.",3
"Không gian làm việc riêng tư, thoải mái",2
"Công ty phúc lợi tốt, lương trả đầy đủ",3
Cơ hội phát triển cao,2
"Môi trường làm việc tốt, là khởi nguồn cho lập trình viên trẻ bước vào nghề",2
"Công ty tốt, văn hóa trẻ, hiện đại",2
"Training bài bản, nhiều chính sách tốt",0
"Team, PM tốt, vui vẻ.",0
"Đã làm hơn 1 năm ở FSO, văn hóa Fsoft trẻ trung, vuive,Giúp đỡ nhau nhiệt tình.",0
"Công ty thật sự chuyên nghiệp, trả lương đầy đủ.",3
"Môi trường trẻ trung, năng động. Học hỏi được nhiều từ công ty",2
Nhiều dự án để làm,0
Môi trường rất ổn để bắt đầu sự nghiệp,2
Phù hợp cho sinh viên mới ra trường hoặc ai muốn tìm một nới làm việc ổn định,0
Khá là tốt,2
Môi trường ổn định,3
Môi trường ổn cho fresher & junior,1
"đồng nghiệp thân thiên, thi chứng chỉ được công ty hỗ trợ",3
"Sếp tốt, môi trường thoải mái, lương thấp",2
1 lính cũ của FPT,1
"Học hỏi nhiều cái mới, lương thì k cạnh tranh lắm",3
Dev cũ - Tạm được,1
Nhìn chung về FPT,1
Môi trường tốt cho Fresher phát triển,2
OJT program,3
Môi trường ổn cho người mới bắt đầu,3
Việc làm thoải mái,2
Đây không phải môi trường phát triển tốt,2
Môi trường lý tưởng để học và va chạm,3
Review FPT Software,1
Đồng nghiệp đồng cam cộng khổ,0
Thích hợp cho Fresher,0
Nói chung mọi thứ ở mức tạm ổn,3
Môi trường tốt cho người mới,2
"""Sếp vui tính""",0
Bình thường,2
"Lương thấp, môi trường tốt cho fresher",2
Thích hợp để các bạn trẻ bắt đầu,0
Tốt cho Newbie,3
"Ok cho các bạn fresher, mới ra trường còn non kinh nghiệm hoặc base IT yếu.",0
"Lương tạm ổn, PC cũ và cùi.",3
"Môi trường vui vẻ, thân thiện",3
Phù hợp mới ra trường. Đầu vào dễ. Dự án thì hên xui,0
"Phù hợp cho những bạn vừa tốt nghiệp, fresher, junior",1
Thích hợp cho sinh viên mới ra trường,0
Sếp tốt,0
Phù hợp với mới ra trường đẻ lấy kinh nghiệm + process,0
Sếp tốt văn phòng đẹp,0
"Nhân sự loãng,đa phần là kém năng lực, hên xui thì vào dự án tốt",1
"Tốt, phù hợp với Fresher và Intern",1
Dự án outsouce ở bộ phân migration,0
"PM, Lead thiếu kinh nghiệm quản lý tổ chức, quy trình cồng kềnh, áp lực",0
Nhân viên có phần hơi ganh nhau để được sếp đánh giá tốt,0
Công ti tốt để học quy trình,1
Nhiều cơ hội học hỏi,2
"Tốt cho fresher trình độ trung bình, lương tầm trung",1
Văn phòng đẹp,3
Một nhận định từ người ngoài cuộc đã tiếp xúc với nhiều Fsofter,0
Lương quá rẻ,3
Không thích hợp với những bạn giỏi mà hiền lành và khiêm tốn,0
"Làm gần 3 năm nghỉ việc báo trước vẫn phải bồi thường tiền, lương thấp, OT",1
Nhận xet Fsoft,3
Môi trường cực tốt để học hỏi,2
Phù hợp với sinh viên mới ra trường hoặc siêu cao thủ,0
Môi trường làm việc tốt,2
Cũng được. Văn hoá hơi nhà nước.,2
Môi trường tốt cho SV mới ra trường,0
Nhân viên được hỗ trợ ăn trưa,3
"Công ty tốt, đồng nghiệp vui vẻ",0
Bình thường,2
Môi trường tốt để làm việc và phát triển lâu dài,2
"Môi trường thoải mái, quy trình chuẩn nhưng làm việc chưa hiệu quả",3
Môi trường cực tốt cho những bạn muốn học việc,1
Ổn cho sinh viên mới ra trường,0
"Phù hợp cho các bạn mới ra trường, tùy vào từ BU mà chế độ công việc khác nhau",0
Tốt cho sinh viên mới ra trường,0
"Môi trường làm việc vui vẻ, đồng nghiệp thân thiện",3
Sinh viên mới ra trường chưa có kinh nghiệp nên vào,0
Môi trường làm việc vui vẻ,2
"Môi trường làm việc cũng vui, ace thân thiện",2
Review công ty FPT Software,1
Nơi tốt để bắt đầu tất cả,2
"Làm 1-2 năm thì out là vừa, càng ở càng chán",1
"Nice boss, nice culture",1
Công ty tốt dành cho người bắt đầu,1
Onsite công ty ngoài,1
Giữ nhân viên bằng văn hóa chứ không phải lương,1
"Công việc ổn định, nhưng phải làm nhiều việc không theo lĩnh vực mình muốn,",3
Khá ok cho người mới ra trường,0
Sếp hên xui mà tốt hay không,0
Văn hóa khác với nhiều công ty,1
Khá ổn để làm lâu dài - Tùy dự án,3
Khá là ổn.,3
Hiện giờ đang rất hài lòng,3
Môi trường làm việc thoải mái,2
Công ty tốt. Chính sách rõ ràng,1
Công ty thích hợp để học hỏi,0
Công ty oke,1
Nói chung là tạm ổn,3
Công ty tốt,1
Dành cho con ông cháu cha,0
Nơi làm việc ổn định,3
Môi trường tốt cho 1-2 năm kinh nghiệm,2
Đồng nghiệp thân thiện,0
"Môi trường outsource, nhiều dự án. Tùy bul tùy dự án thì chế độ khác nhau",0
Môi trường làm việc tốt để bắt đầu,2
"Sếp tốt, quy trình rõ ràng",1
"Nghe nói đến làm việc trong Fsoft là thấy rất ngầu, oách...",3
Môi trường tốt cho fresher,2
Nơi để ai mong muốn sự an nhàn,1
"Môi trường ổn và khá lành - phù hợp với người trẻ và thích tự do, năng động.",3
Ổn nếu muốn lấy chứng chỉ intern,3
"Dễ vào, khó lên",3
Môi trường tốt để khởi động,2
Khá ổn để dấn thân vào ngành IT,3
Thích hợp cho sinh viên mới ra trường,0
"Đông nhân viên, đồng phục đẹp, luân chuyển dự án linh hoạt, thoải máI làm việc",2
Phù hợp cho sinh viên mới ra trường học hỏi về quy trình,0
Môi trường làm việc tốt,2
Công ty tốt,1
"Một nơi tốt để học hỏi, trải nghiệm và ổn định",2
Dành cho người mới,3
Chính sách cấp tập đoàn,1
Môi trường đáng để làm việc lâu dài,2
Nhân viên đã nghỉ 1 năm :),3
"Ko tốt cho lắm, lương thấp",1
Công ty tốt,1
Từ một cựu nhân viên đã bay màu vì mùa dịch.,1
Phù hợp với sinh viên mới ra trường,0
Phù hợp cho thực tập sinh,2
"Môi trường năng động, nhiều dự án",2
"Tốt cho fresher+người thông minh lanh lẹ, ổn cho người thường, k ổn nếu thụ động",2
"Môi trường tốt, giúp kinh tế nước nhà phát triển và tạo việc làm cho xã hội",2
"Lương thấp, phù hợp với người cần học hỏi nhiều",2
Môi trường nhiều thử thách,2
Môi trường làm việc tốt,2
"Rất tốt để train software skillsets, ko chỉ đơn thuần là tập viết code",1
Môi trường thích hợp cho các bạn sinh viên mới ra trường,0
"Salary tốt, OT khá nhiều",1
Môi Trường tốt,2
Công ty phù hợp cho junior,1
"Tùy vào FSU, BU và vị trí trong cty mà sẽ ngon hay không ngon",1
Môi trường phù hợp cho các bạn mới,2
"Good outsourcing company for experienced ones, junior as well",1
Phúc lợi khá tố,3
Môi trường tốt cho fresher,2
"Môi trường trẻ, làm việc vui vẻ.",2
"Tùy BU, tùy dự án mà ngon hay không ngon, cty rộng, đẹp",0
Công ty tốt cho fresher,1
Môi trường làm việc tốt,2
thích hợp cho sv mới ra trường,0
Tốt cho fresher,1
Công ty tạm được,1
"Campus rộng rãi, nhiều tiện ích. Văn phòng đẹp",3
OT quá nhiều,3
"Phù hợp cho SV mới ra trường, lương cho NV ít kinh nghiệm thấp",0
"Môi trường thân thiện, hiện đại, lương và phúc lợi rất tốt",3
Môi trường làm việc không chê vào đâu được,2
"sếp tốt, quy trình làm việc rõ ràng",1
"Sếp chán, lương tạm",3
Bình thường,2
Tốt cho fresher,1
Môi trường tốt,2
"Bãi đậu xe rộng rãi. Văn phòng đẹp. Sếp tốt, biết dùng người",3
Tốt cho những bạn chưa có kinh nghiệm,0
Phù hợp cho sinh viên mới ra trường,0
"Tạm ổn, phù hợp với thực tập để học hỏi kinh nghiệm.",3
Khá ổn cho các bạn mới ra trường,0
Môi trường ổn cho sinh viên mới ra trường,0
"Môi trường làm việc năng động, học hỏi được nhiều",2
Nơi đáng làm,3
"Fsoft Đà Nẵng: Văn phòng ổn, OT hơi nhiều",3
Môi trường thoải mái,2
Ổn cho người thích an phận,3
bình thường,2
Công ty vui vẻ,1
"Tùy vào FSU, BU và vị trí trong cty mà sẽ ngon hay ko ngon.",1
phù hợp với các bạn inter,3
Phù hợp cho fresher.,1
"Công việc đều, ổn định, sếp thì tùy người tùy dự án, thưởng thì cũng tùy dự án.",0
Môi trường thích hợp để rèn luyện,2
"PM và Leader nhiệt tình, môi trường tốt cho các bạn mới vào nghề",0
Môi trường năng động,2
"Môi trường làm việc ổn, lương trung bình khá",3
Tốt cho fresher,1
môi trường tốt để rèn luyện cho sinh viên mới ra trường,2
Môi trường tốt,2
Môi trường làm việc.,2
Môi trường làm việc tốt,2
Môi trường tốt,2
4 sao đối với Fresher : Môi trường làm việc tốt và học hỏi được nhiều.,2
"Môi trường tuyệt vời, năng động, đặc biệt thích hợp với các bạn mới ra trường",2
Môi trường tốt,2
Dự án đa dạng,0
"Tốt cho người muốn gắn bó lâu dài, thích hợp với quản lý.",3
Bình thường,2
Đãi ngộ quá thấp,1
Môi Trường tốt để học hỏi,2
Mọi thứ đều tạm ổn,3
Môi trường làm việc tốt,2
"Lương thấp, ko đóng đúng bảo hiểm xã hội",3
Tương đối là Tốt,2
Cty khá ổn cho fresher,3
Môi trường tốt cho các bạn học hỏi,2
Môi trường làm việc tốt,2
Quy trình rất rõ ràng,1
Chưa có kinh nghiệm có thể học hỏi,0
Chế độ nhân viên tốt,1
không nên vào,1
Môi trường làm việc thân thiện,2
Môi trường làm việc thoải mái,2
Tăng lương quá thấp,3
Phù hợp với Fresher,1
Phu hop cho nguoi it kn,3
Cần cải thiện nhiều,1
Thoải mái Fresher,2
Môi trường tốt,2
Làm việc thoải mái,2
Một nơi tốt để bắt đầu phát triển,2
Cần cải thiện nhiều để thu hút nhiều nhân viên,1
"Lương thấp, Sếp tốt",0
Môi trường hòa đồng,0
Tốt cho sinh viên mới ra trường và muốn học hỏi kinh nghiệm,0
Thích hợp với người mới ra trường,0
Nói chung cũng ổn,3
Rất cần cải thiện về văn hóa và chế độ OT,1
Trung bình,3
cung tam duoc,3
Văn phòng đẹp,3
"Công ty tương đối OT nhiều, lương thấp so với mặt bằng chung của ngành IT",3
4 sao đối với Fresher : Môi trường làm việc tốt và học hỏi được nhiều.,2
Môi trường thúc đẩy sự phát triển bản thân,2
Ok... môi truong tốt... thích hop hoc tap,3
Môi trường thoải mái,2
Công việc tốt cho sv,0
"Công ty rộng, nhiều tiện ích",3
Môi trường làm việc tốt,2
Môi trường chuyên nghiệp,3
Tốt cho phát triển bản thân,2
Môi trường làm việc tốt,2
"Sếp tốt, công việc khá nhiều, áp lực lớn",1
Tốt cho học tập và phát triển,2
Công việc ổn định,3
Nhìn chung là tạm ổn,3
"Văn hóa tốt, phù hợp với sinh viên mới ra trường",2
Good environment and friendly boss,3
Sếp tốt hỗ trợ nhân viên trong công việc,0
Môi trường rất tốt cho những bạn mới phát triển năng lực.,2
Môi trường tốt cho các bạn mới ra trường,2
Chính sách về thời gian mới không ổn,3
"Môi trường thoải mái, lương thấp",2
Cơ hội đi onsite nhiều,1
Chế độ tốt. Nhưng lương so với mặt bằng thì hơi thấp,3
"Môi trường làm việc ổn, lương thấp",3
"Sếp tốt, văn hóa công ty cởi mở, năng động",1
Môi trường ok cho các bạn fresher,2
Good organization,3
Môi trường làm việc thoải mái,2
"Môi trường học tập tốt, lương chưa ổn",2
"Tốt cho người mới ra trường, không tốt cho người có kinh nghiệm",0
Không học được gì,1
Môi trường trẻ trung,2
Môi trường làm việc tốt,2
Nhìn chung tốt,2
Xin nghỉ việc là chắc chắn được tăng lương,1
Khá OK với các bạn muốn học hỏi kinh nghiệm,2
FPT Japan chế độ cũng ổn,1
Sếp rất tốt với nhân viên,0
"Môi trường hợp với người trẻ, lương thấp, OT có thể không trả",3
"NXP ODC: Môi trường công việc tốt, đãi ngộ tốt",2
Đáng gắn bó,3
Mọi thứ đều ổn,3
Phù hợp cho người mới đi làm,1
May mắn cho mình là sếp good và đồng nghiệp good. Dự án cũng good luôn,0
Quy trình tốt,1
Tạm dc cho Fresher,3
nhiều việc,3
"Môi trường thân thiện, tạo điều kiện để học hỏi",2
Sếp tốt quan tâm nhân viên,0
Môi trường làm việc dành cho fresher,2
Được hỗ trợ tận tình,0
"Lương thấp, sếp tốt quan tâm đến nhân viên, giờ làm việc linh hoạt thoải mái",2
"Công ty tốt, thích hợp cho người muốn nâng cao quy trình",1
Thích hợp với sinh viên mới ra trường,0
Chưa tốt lắm,1
"Cơ sở vật chất rất tốt, OT nhiều (Tùy dự án)",0
Môi trường không tốt,2
Bình thường phù hợp cho các bạn mới ra trường,0
Môi trường khá tốt cho những bạn mới ra trường,2
công ty chuyên nghiệp,1
"Môi trường thoải mái, đa dạng",2
Cũng Khá Tốt cho SV mới ra trường,0
Một công ty tốt,1
"Môi trường chuyên nghiệp, dự án đa dạng.",3
Môi trường thoải mái,2
Khá là tốt cho các bạn mới ra trường phát triển,2
Cơ sở vật chất tốt. Những thứ còn lại ở 1/2 dưới của thị trường,3
Good for fresher,3
Sếp tốt môi trường phù hợp sinh viên mới ra trường,0
Công ty ổn cho sv mới ra trường,0
Sếp tốt môi trường làm việc toit,2
Có nhiều điều kiện để học hỏi và phát triển khi kinh nghiệm còn chưa dày dặn,2
"Môi trường, cơ sở hạ tầng tốt. Lương thấp, thưởng mập mờ",2
"Văn phòng ok, những thứ còn lại dưới mức trung bình",3
"Công ty hoạt động nhiều lĩnh vực, nhiều dự án outsource lớn",1
Môi trường tốt với người mới.,2
"Văn phòng đẹp, chương trình train tốt",1
môi trường thoải mái thân thiện,2
"văn phòng đẹp, văn hóa cty tốt",1
Môi trường làm việc trẻ trung năng động,2
Thoải mái nhưng lương thấp,3
"Môi trường chuyên nghiệp, nhiều mảng công nghệ",2
Cty lớn đẳng cấp Vietnam,3
Là nơi bắt đầu sự nghiệp coder,3
Môi trường tốt với người mới,2
Môi trường tốt cho các bạn mới vào nghề,2
Phù hợp người cần kinh nghiệm,0
"Trang thiết bị tốt, đồng nghiệp vui vẻ.",0
mội trường tốt cho fresher hoặc người cần học về cách quản lí.,1
Phong cách làm việc,2
Môi trường học tập tốt,2
Môi trường thoải mái,2
Quy trình là việc khá chuyên nghiệp(Tùy team),3
Lương thấp so với mặt bằng chung,3
"Môi trưofng tốt, phù hợp SV mới ra trường",0
Phù hợp với sinh viên mới ra trường,0
"Tăng lương ít, sếp ít quan tâm tới nhân viên",0
Lương thấp,3
Sếp tốt môi trường cởi mở,2
Tiền Lương Thưởng Thấp.,0
Môi trường làm việc thân thiện,2
Tốt cho người mới,2
Môi Trường năng động,2
Phù hợp với người mới ra trường hoặc ít kinh nghiệm,0
Bình thường,2
Không khuyến khích. Còn nhiều công ty khác có thể học được nhiều hơn.,1
"Môi trường không tốt, sếp không open mind",1
"Là nơi tốt để học hỏi, nâng cao kỹ năng",0
Nơi xứng đáng để học hỏi kinh nghiệm,2
Bình thường,2
môi trường làm việc thoải mái,2
Môi trường làm việc tốt,2
"Môi trường thân thiện, tiện nghi đầy đủ",3
"Môi trường làm việc thân thiện, vui vẻ",3
Môi trường có nhiều dạng dự án,2
"Công ty phần mềm lớn nhất VN, có nền tảng văn hóa độc đáo",0
Môi trường tốt,2
Môi trường tốt để học hỏi,2
"Môi trường mở, năng động, range lương hơi thấp",3
Môi trường làm việc tốt,2
Sếp tốt vui tính,1
