Title,cluster
Sếp tốt văn phòng đẹp,0
"Nhân sự loãng,đa phần là kém năng lực, hên xui thì vào dự án tốt",2
"Tốt, phù hợp với Fresher và Intern",2
Dự án outsouce ở bộ phân migration,1
"PM, Lead thiếu kinh nghiệm quản lý tổ chức, quy trình cồng kềnh, áp lực",2
Nhân viên có phần hơi ganh nhau để được sếp đánh giá tốt,2
Công ti tốt để học quy trình,2
Nhiều cơ hội học hỏi,0
"Tốt cho fresher trình độ trung bình, lương tầm trung",2
Văn phòng đẹp,1
Một nhận định từ người ngoài cuộc đã tiếp xúc với nhiều Fsofter,2
Lương quá rẻ,0
Không thích hợp với những bạn giỏi mà hiền lành và khiêm tốn,1
"Làm gần 3 năm nghỉ việc báo trước vẫn phải bồi thường tiền, lương thấp, OT",2
Nhận xet Fsoft,1
Môi trường cực tốt để học hỏi,2
Phù hợp với sinh viên mới ra trường hoặc siêu cao thủ,2
Môi trường làm việc tốt,2
Cũng được. Văn hoá hơi nhà nước.,2
Môi trường tốt cho SV mới ra trường,2
Nhân viên được hỗ trợ ăn trưa,2
"Công ty tốt, đồng nghiệp vui vẻ",1
Bình thường,2
Môi trường tốt để làm việc và phát triển lâu dài,1
"Môi trường thoải mái, quy trình chuẩn nhưng làm việc chưa hiệu quả",1
Môi trường cực tốt cho những bạn muốn học việc,2
Ổn cho sinh viên mới ra trường,2
"Phù hợp cho các bạn mới ra trường, tùy vào từ BU mà chế độ công việc khác nhau",2
Tốt cho sinh viên mới ra trường,2
"Môi trường làm việc vui vẻ, đồng nghiệp thân thiện",2
Sinh viên mới ra trường chưa có kinh nghiệp nên vào,1
Môi trường làm việc vui vẻ,1
"Môi trường làm việc cũng vui, ace thân thiện",2
Review công ty FPT Software,1
Nơi tốt để bắt đầu tất cả,2
"Làm 1-2 năm thì out là vừa, càng ở càng chán",2
"Nice boss, nice culture",0
Công ty tốt dành cho người bắt đầu,2
Onsite công ty ngoài,0
Giữ nhân viên bằng văn hóa chứ không phải lương,2
"Công việc ổn định, nhưng phải làm nhiều việc không theo lĩnh vực mình muốn,",2
Khá ok cho người mới ra trường,0
Sếp hên xui mà tốt hay không,2
Văn hóa khác với nhiều công ty,0
Khá ổn để làm lâu dài - Tùy dự án,2
Khá là ổn.,2
Hiện giờ đang rất hài lòng,2
Môi trường làm việc thoải mái,2
Công ty tốt. Chính sách rõ ràng,0
Công ty thích hợp để học hỏi,2
Công ty oke,0
Nói chung là tạm ổn,2
Công ty tốt,2
Dành cho con ông cháu cha,2
Nơi làm việc ổn định,1
Môi trường tốt cho 1-2 năm kinh nghiệm,2
Đồng nghiệp thân thiện,1
"Môi trường outsource, nhiều dự án. Tùy bul tùy dự án thì chế độ khác nhau",2
Môi trường làm việc tốt để bắt đầu,2
"Sếp tốt, quy trình rõ ràng",1
"Nghe nói đến làm việc trong Fsoft là thấy rất ngầu, oách...",1
Môi trường tốt cho fresher,2
Nơi để ai mong muốn sự an nhàn,2
"Môi trường ổn và khá lành - phù hợp với người trẻ và thích tự do, năng động.",2
Ổn nếu muốn lấy chứng chỉ intern,2
"Dễ vào, khó lên",2
Môi trường tốt để khởi động,0
Khá ổn để dấn thân vào ngành IT,2
Thích hợp cho sinh viên mới ra trường,2
"Đông nhân viên, đồng phục đẹp, luân chuyển dự án linh hoạt, thoải máI làm việc",2
Phù hợp cho sinh viên mới ra trường học hỏi về quy trình,2
Môi trường làm việc tốt,1
Công ty tốt,1
"Một nơi tốt để học hỏi, trải nghiệm và ổn định",2
Dành cho người mới,2
Chính sách cấp tập đoàn,2
Môi trường đáng để làm việc lâu dài,2
Nhân viên đã nghỉ 1 năm :),2
"Ko tốt cho lắm, lương thấp",2
Công ty tốt,0
Từ một cựu nhân viên đã bay màu vì mùa dịch.,0
Phù hợp với sinh viên mới ra trường,2
Phù hợp cho thực tập sinh,1
"Môi trường năng động, nhiều dự án",1
"Tốt cho fresher+người thông minh lanh lẹ, ổn cho người thường, k ổn nếu thụ động",2
"Môi trường tốt, giúp kinh tế nước nhà phát triển và tạo việc làm cho xã hội",2
"Lương thấp, phù hợp với người cần học hỏi nhiều",1
Môi trường nhiều thử thách,2
Môi trường làm việc tốt,2
"Rất tốt để train software skillsets, ko chỉ đơn thuần là tập viết code",2
Môi trường thích hợp cho các bạn sinh viên mới ra trường,2
"Salary tốt, OT khá nhiều",0
Môi Trường tốt,2
Công ty phù hợp cho junior,2
"Tùy vào FSU, BU và vị trí trong cty mà sẽ ngon hay không ngon",2
Môi trường phù hợp cho các bạn mới,2
"Good outsourcing company for experienced ones, junior as well",0
Phúc lợi khá tố,2
Môi trường tốt cho fresher,2
"Môi trường trẻ, làm việc vui vẻ.",2
"Tùy BU, tùy dự án mà ngon hay không ngon, cty rộng, đẹp",2
Công ty tốt cho fresher,2
Môi trường làm việc tốt,2
thích hợp cho sv mới ra trường,2
Tốt cho fresher,2
Công ty tạm được,2
"Campus rộng rãi, nhiều tiện ích. Văn phòng đẹp",2
OT quá nhiều,2
"Phù hợp cho SV mới ra trường, lương cho NV ít kinh nghiệm thấp",2
"Môi trường thân thiện, hiện đại, lương và phúc lợi rất tốt",1
Môi trường làm việc không chê vào đâu được,1
"sếp tốt, quy trình làm việc rõ ràng",2
"Sếp chán, lương tạm",2
Bình thường,2
Tốt cho fresher,2
Môi trường tốt,2
"Bãi đậu xe rộng rãi. Văn phòng đẹp. Sếp tốt, biết dùng người",2
Tốt cho những bạn chưa có kinh nghiệm,1
Phù hợp cho sinh viên mới ra trường,2
"Tạm ổn, phù hợp với thực tập để học hỏi kinh nghiệm.",2
Khá ổn cho các bạn mới ra trường,1
Môi trường ổn cho sinh viên mới ra trường,2
"Môi trường làm việc năng động, học hỏi được nhiều",1
Nơi đáng làm,2
"Fsoft Đà Nẵng: Văn phòng ổn, OT hơi nhiều",0
Môi trường thoải mái,1
Ổn cho người thích an phận,2
bình thường,2
Công ty vui vẻ,2
"Tùy vào FSU, BU và vị trí trong cty mà sẽ ngon hay ko ngon.",2
phù hợp với các bạn inter,2
Phù hợp cho fresher.,2
"Công việc đều, ổn định, sếp thì tùy người tùy dự án, thưởng thì cũng tùy dự án.",1
Môi trường thích hợp để rèn luyện,2
"PM và Leader nhiệt tình, môi trường tốt cho các bạn mới vào nghề",1
Môi trường năng động,2
"Môi trường làm việc ổn, lương trung bình khá",2
Tốt cho fresher,2
môi trường tốt để rèn luyện cho sinh viên mới ra trường,2
Môi trường tốt,2
Môi trường làm việc.,1
Môi trường làm việc tốt,2
Môi trường tốt,1
4 sao đối với Fresher : Môi trường làm việc tốt và học hỏi được nhiều.,2
"Môi trường tuyệt vời, năng động, đặc biệt thích hợp với các bạn mới ra trường",2
Môi trường tốt,1
Dự án đa dạng,2
"Tốt cho người muốn gắn bó lâu dài, thích hợp với quản lý.",2
Bình thường,2
Đãi ngộ quá thấp,2
Môi Trường tốt để học hỏi,2
Mọi thứ đều tạm ổn,0
Môi trường làm việc tốt,1
"Lương thấp, ko đóng đúng bảo hiểm xã hội",2
Tương đối là Tốt,1
Cty khá ổn cho fresher,2
Môi trường tốt cho các bạn học hỏi,2
Môi trường làm việc tốt,1
Quy trình rất rõ ràng,2
Chưa có kinh nghiệm có thể học hỏi,2
Chế độ nhân viên tốt,0
không nên vào,0
Môi trường làm việc thân thiện,1
Môi trường làm việc thoải mái,2
Tăng lương quá thấp,2
Phù hợp với Fresher,2
Phu hop cho nguoi it kn,0
Cần cải thiện nhiều,2
Thoải mái Fresher,2
Môi trường tốt,2
Làm việc thoải mái,2
Một nơi tốt để bắt đầu phát triển,2
Cần cải thiện nhiều để thu hút nhiều nhân viên,2
"Lương thấp, Sếp tốt",2
Môi trường hòa đồng,2
Tốt cho sinh viên mới ra trường và muốn học hỏi kinh nghiệm,2
Thích hợp với người mới ra trường,1
Nói chung cũng ổn,2
Rất cần cải thiện về văn hóa và chế độ OT,2
Trung bình,2
cung tam duoc,0
Văn phòng đẹp,2
"Công ty tương đối OT nhiều, lương thấp so với mặt bằng chung của ngành IT",2
4 sao đối với Fresher : Môi trường làm việc tốt và học hỏi được nhiều.,2
Môi trường thúc đẩy sự phát triển bản thân,2
Ok... môi truong tốt... thích hop hoc tap,2
Môi trường thoải mái,2
Công việc tốt cho sv,1
"Công ty rộng, nhiều tiện ích",0
Môi trường làm việc tốt,1
Môi trường chuyên nghiệp,1
Tốt cho phát triển bản thân,0
Môi trường làm việc tốt,1
"Sếp tốt, công việc khá nhiều, áp lực lớn",0
Tốt cho học tập và phát triển,1
Công việc ổn định,2
Nhìn chung là tạm ổn,2
"Văn hóa tốt, phù hợp với sinh viên mới ra trường",1
Good environment and friendly boss,0
Sếp tốt hỗ trợ nhân viên trong công việc,2
Môi trường rất tốt cho những bạn mới phát triển năng lực.,0
Môi trường tốt cho các bạn mới ra trường,2
Chính sách về thời gian mới không ổn,2
"Môi trường thoải mái, lương thấp",2
Cơ hội đi onsite nhiều,2
Chế độ tốt. Nhưng lương so với mặt bằng thì hơi thấp,2
"Môi trường làm việc ổn, lương thấp",1
"Sếp tốt, văn hóa công ty cởi mở, năng động",1
Môi trường ok cho các bạn fresher,2
Good organization,0
Môi trường làm việc thoải mái,1
"Môi trường học tập tốt, lương chưa ổn",2
"Tốt cho người mới ra trường, không tốt cho người có kinh nghiệm",0
Không học được gì,2
Môi trường trẻ trung,2
Môi trường làm việc tốt,2
Nhìn chung tốt,1
Xin nghỉ việc là chắc chắn được tăng lương,2
Khá OK với các bạn muốn học hỏi kinh nghiệm,2
FPT Japan chế độ cũng ổn,2
Sếp rất tốt với nhân viên,2
"Môi trường hợp với người trẻ, lương thấp, OT có thể không trả",2
"NXP ODC: Môi trường công việc tốt, đãi ngộ tốt",1
Đáng gắn bó,1
Mọi thứ đều ổn,1
Phù hợp cho người mới đi làm,2
May mắn cho mình là sếp good và đồng nghiệp good. Dự án cũng good luôn,2
Quy trình tốt,2
Tạm dc cho Fresher,2
nhiều việc,2
"Môi trường thân thiện, tạo điều kiện để học hỏi",2
Sếp tốt quan tâm nhân viên,2
Môi trường làm việc dành cho fresher,2
Được hỗ trợ tận tình,2
"Lương thấp, sếp tốt quan tâm đến nhân viên, giờ làm việc linh hoạt thoải mái",2
"Công ty tốt, thích hợp cho người muốn nâng cao quy trình",2
Thích hợp với sinh viên mới ra trường,2
Chưa tốt lắm,2
"Cơ sở vật chất rất tốt, OT nhiều (Tùy dự án)",2
Môi trường không tốt,2
Bình thường phù hợp cho các bạn mới ra trường,2
Môi trường khá tốt cho những bạn mới ra trường,1
công ty chuyên nghiệp,1
"Môi trường thoải mái, đa dạng",2
Cũng Khá Tốt cho SV mới ra trường,2
Một công ty tốt,2
"Môi trường chuyên nghiệp, dự án đa dạng.",2
Môi trường thoải mái,2
Khá là tốt cho các bạn mới ra trường phát triển,2
Cơ sở vật chất tốt. Những thứ còn lại ở 1/2 dưới của thị trường,2
Good for fresher,2
Sếp tốt môi trường phù hợp sinh viên mới ra trường,2
Công ty ổn cho sv mới ra trường,2
Sếp tốt môi trường làm việc toit,2
Có nhiều điều kiện để học hỏi và phát triển khi kinh nghiệm còn chưa dày dặn,2
"Môi trường, cơ sở hạ tầng tốt. Lương thấp, thưởng mập mờ",2
"Văn phòng ok, những thứ còn lại dưới mức trung bình",1
"Công ty hoạt động nhiều lĩnh vực, nhiều dự án outsource lớn",2
Môi trường tốt với người mới.,0
"Văn phòng đẹp, chương trình train tốt",0
môi trường thoải mái thân thiện,2
"văn phòng đẹp, văn hóa cty tốt",2
Môi trường làm việc trẻ trung năng động,2
Thoải mái nhưng lương thấp,2
"Môi trường chuyên nghiệp, nhiều mảng công nghệ",2
Cty lớn đẳng cấp Vietnam,2
Là nơi bắt đầu sự nghiệp coder,2
Môi trường tốt với người mới,1
Môi trường tốt cho các bạn mới vào nghề,2
Phù hợp người cần kinh nghiệm,1
"Trang thiết bị tốt, đồng nghiệp vui vẻ.",1
mội trường tốt cho fresher hoặc người cần học về cách quản lí.,2
Phong cách làm việc,2
Môi trường học tập tốt,2
Môi trường thoải mái,1
Quy trình là việc khá chuyên nghiệp(Tùy team),2
Lương thấp so với mặt bằng chung,2
"Môi trưofng tốt, phù hợp SV mới ra trường",1
Phù hợp với sinh viên mới ra trường,2
"Tăng lương ít, sếp ít quan tâm tới nhân viên",2
Lương thấp,2
Sếp tốt môi trường cởi mở,2
Tiền Lương Thưởng Thấp.,2
Môi trường làm việc thân thiện,2
Tốt cho người mới,2
Môi Trường năng động,2
Phù hợp với người mới ra trường hoặc ít kinh nghiệm,1
Bình thường,2
Không khuyến khích. Còn nhiều công ty khác có thể học được nhiều hơn.,2
"Môi trường không tốt, sếp không open mind",2
"Là nơi tốt để học hỏi, nâng cao kỹ năng",2
Nơi xứng đáng để học hỏi kinh nghiệm,1
Bình thường,2
môi trường làm việc thoải mái,2
Môi trường làm việc tốt,2
"Môi trường thân thiện, tiện nghi đầy đủ",2
"Môi trường làm việc thân thiện, vui vẻ",1
Môi trường có nhiều dạng dự án,2
"Công ty phần mềm lớn nhất VN, có nền tảng văn hóa độc đáo",0
Môi trường tốt,1
Môi trường tốt để học hỏi,2
"Môi trường mở, năng động, range lương hơi thấp",2
Môi trường làm việc tốt,1
Sếp tốt vui tính,2
Bạn cần bán máu để được trao những cơ hội tốt hơn,2
Cái gì cũng có giá của nó,2
Môi trường thân thiện,2
công ty thích hợp với fresher,2
Môi trường làm việc và học hỏi tốt,2
"Tương đối, tàm tạm",2
Dành cho Fresher,2
"Dành cho sinh viên mới ra trường, chưa có kinh nghiệm",2
"Lương khá thấp nếu mới ra trường, môi trường thì ok",2
Công ty rất good,2
Mô trường làm việc thoải mái,1
"Chính sách tăng lương, thưởng không minh bạch, rõ ràng.",1
"sếp tốt, anh em vui vẻ",2
Môi trường làm việc tốt,1
Thích hợp với các bạn mới ra trường cần kinh nghiệm,2
Môi trường phù hợp cho Fresher và Quản lý,2
Môi trường tốt cho sinh viên học hỏi và người giàu kinh nghiệm,2
Tester FPT software,2
"Môi trường ổn nhưng OT nhiều, thích hợp cho mấy bạn mới ra trường.",2
Môi trường tốt nhưng OT nhiều.,2
"moi truong lam viec tot, sep tot nhung che do hoi thap",0
Môi trường tốt cho người mới,2
"Môi trường làm việc tốt, anh em trong team (dự án) rất thân thiện",2
Nhiều cơ hội đi onsite nước ngoài,2
"Sếp tốt, đồng nghiệp tốt, mới vào cấp máy xịn i5 7400 + ssd",1
Công ty tốt cho fresher,2
Môi trường làm việc tốt,2
Review Fpt Software,1
Nói chung là lương thấp hơn mặt bằng chung,2
Công ty chế độ không tốt,2
Môi trường thoải mái phù hợp với sinh viên mới ra trường,2
Công ty lớn,2
Môi trường làm việc năng động,1
bình thường,2
"Tốt để lăn lộn, lương cao không thấp.",2
Công ty rất tốt,2
Tốt đối với người mới,2
"Môi trường làm việc năng động, chuyên nghiệp, có nhiều cơ hội phát triển.",1
Khá ổn cho người mới,0
Môi trường làm việc tốt,2
"Môi trường chuyên nghiệp, phù hợp với các bạn sinh viên",2
"Môi trường, cơ hội học hỏi tốt",2
Sếp tốt. Môi trường ổn cho các bạn mới bắt đầu.,2
Tốt cho sinh viên mới ra trường và người giàu kinh nghiệm,1
Văn phòng đẹp,2
OT chỉ được 50% lương,2
"Nhiều việc, có thể lên team leader nhanh nếu chịu khó vì nhiều dự án",2
Môi trường tốt,1
"Nhân viên mới đều được quan tâm, văn phòng làm việc đẹp",0
"Môi trường học tập tốt, lương thấp",1
tốt cho sinh viên mới ra trường,2
"OT quá nhiều, lương thấp.",2
"Process rõ ràng, làm việc theo process là được.",1
"Tốt cho Fresher, Junior hoặc ai thích ổn định",2
Mọi thứ đều ổn ngoại trường lương,2
Không được như mong đợi,1
Phù hợp với newbie,2
"Môi trường thân thiện, hoà đồng,",1
"Môi trường tốt, học hỏi được nhiều",2
"Tôi may mắn được sếp tốt, đồng nghiệp tốt, bạn tôi OT sml còn bị PM bớt thưởng",2
môi trường làm việc ok,2
Chỉ dành cho FRESHER,2
Ok cho người mới bắt đầu,1
Phù hợp với fresher mới ra trường,0
"Môi trường làm việc thoải mái, OT tính lương, Lương thưởng bèo nhèo",2
Internship - Great office space,2
"Nhiều dự án/ mô hình. Tuy nhiên, lương tương đối thấp và đấu đá quá nhiều.",2
Sếp tốt và đồng nghiệp thân thiện,2
Môi trường làm việc tốt,1
"Không gian, văn hóa làm việc OK, công việc nặng quy trình, mệt mỏi",2
Nhiều cơ hội phát triển bản thân,2
môi trường thoải mái,2
Môi trường làm việc thoải mái nhưng thiếu chiều sâu,2
"Nhân viên vui vẻ, chửi sếp thoải mái, nhưng lương thấp",2
Công ty VN nhưng chế độ cũng tương đối,2
Thích hợp cho các fresher,0
Môi trường làm việc tốt,2
"môi trường năng động , sức trẻ nhưng chế độ chưa được ổn",1
Cám ơn vì đã trao cho mình cơ hội.,0
Nơi làm việc tốt,0
Môi trường chuyên nghiệp,2
Làm ở đây vui. Học hỏi được nhiều. Nhưng chế độ bình thường + lương rất thấp,2
Phù hợp với fresher,1
Không thích hợp để gắn bó lâu dài,2
"Môi trường thoải mái, lương thấp",2
Tùy vào cảm nhận của mỗi người,0
Môi trường khá tốt,2
Công ty tuyệt vời,0
Có điểm tốt và không tốt,1
môi trường phù hợp cho các bạn mới ra trường,2
Môi trường làm việc thích hợp cho fresher,0
Môi trường năng động,2
Tốt cho Fresher,1
Thix hợp cho bạn trẻ mới ra trường,2
Môi trường làm việc ổn định,1
Môi trường tốt,2
"Lương thấp, tăng lương chậm",2
"Kiến trúc đẹp, máy bình thường, căn tin ok",2
"Tốt, phù hợp vs các bạn mới ra trường",1
"Thích hợp với các bạn mới ra trường, chưa có nhiều kinh nghiệm làm việc",0
Môi trường làm việc ổn nhưng lương nói chung thấp,2
Môi trường thích hợp cho các bạn mới ra trường,2
Good Environment,2
Tốt cho sinh viên mới ra trường,1
Thích hợp sinh viên mới tốt nghiệp,2
Công ty khá tốt cho các bạn training,1
"Sếp chịu nghe nhân viên, nhiều cơ hội phát triển nếu chịu khó tìm tòi, cố gắng.",1
Thích hợp cho các bạn sv mới ra trường,1
Công ty có tổ chức và quy mô lớn.,2
Môi trường tốt cho sinh viên mới ra trường,2
Lương thấp và có nhiều quy trình rối rắm,2
"Cũng được, tạm ổn",2
"Môi trường, văn hóa công ty rất hay, mức lương chưa được tốt",2
Sếp giỏi và rất nhiệt tình chia sẻ,1
Cơ hội tốt cho SV mới ra trường ~ Lương không cao,1
Môi trường tốt,2
trải nghiệm sau 3 tháng,0
Môi trường thích hợp cho ai thích sự ổn định và không cần dùng não nhiều.,2
Môi trường vui vẻ,1
"Nhân viên giỏi, nhìu cơ hoi onsite",2
môi trường tốt cho fresher,2
Môi trường khá tốt,2
Tốt cho người cực giỏi hoặc fresher,2
Môi trường làm việc thoải mái,1
Môi trường thích hợp cho junior,2
Môi trường làm việc tương đối tốt,1
Dành cho Junior,1
Công ty khá tốt,2
Môi trường làm việc thoải mái,1
Phù hợp cho fresher,2
Thường xuyên OT,1
"Sếp vui vẻ, nhiệt tình",2
Lương siêu thấp so với mặt bằng,2
Cần cải thiện nhiều chế độ lương thưởng,1
"DTL.Z15 phù hợp cho những bạn ko học CNTT, ko improve technical.",0
Cơ hội onsite cao cho các bạn trẻ tài năng,1
FPT Software,1
Môi trường tốt cho các ban mới ra trường. Nhưng lương thấp so mặt bằng chung.,0
môi trường tốt,2
Phù hợp với junior và fresher,2
"Công ty không có vấn đề, vấn đề nằm ở Sếp",1
Môi trường tốt cho fresher,2
binh thuong,1
"Sếp tốt, Lead giỏi học hỏi được nhiều kinh nghiệm",2
Môi trường tốt cho người mới đi làm,1
"Môi trường chuyên nghiệp, làm việc với nhiều khách hàng lơn",0
office xịn,2
Thích hợp cho người mới đi làm và người muốn dưỡng già,2
"Môi trường tốt, rất đáng thử sức",2
Giờ giấc môi trường thoải mái,1
Sếp tốt nhưng nhìn chung môi trường dựa vào quan hệ nhiều quá,2
đồng nghiệp tốt,1
Môi trường dành cho sự học hỏi,1
Môi trường tốt,1
Tốt cho các bạn mới ra trường,2
"Sếp tốt, đồng nghiệp trẻ trung vui vẻ",1
Sếp khá tốt nhưng ...,2
Làm vì đam mê,2
Phù hợp với fresher cần kinh nghiệm,2
"Môi trường năng động, thích hợp cho fresher",2
Luong thap so voi mat bang chung,0
Môi trường làm việc tốt cho người mới ra trường,1
Công ty lớn,2
Lương quá thấp,2
"môi trường học tập lý tưởng cho fresher, dưới 1 năm kn_ trên 1 năm đi để trở về",2
"Công ty tốt, Phù hợp để học hỏi",1
Môi trường tốt cho fresher,1
"Môi trường trẻ trung, năng động",1
"Internship - Good supervisor, great office space, nice peers",0
"Công ty tốt, môi trường thoải mái",2
Too many OT,2
Môi trường mang lại nhiều cơ hội,2
Cảm thấy chán,1
"Sếp tốt, nhân viên vui vẻ hòa đồng.",2
Nơi tốt để bắt đầu,1
"Môi trường ổn, thoải mái",1
Môi trường làm việc chuyên nghiệp,0
Thích hợp cho những bạn mới ra trường và mấy bạn muốn đi onsite nước ngoài,2
Môi trường thoải mái nhưng lương thấp,2
"Văn hóa công ty vui vẻ, nhiều hoạt động. Building đẹp, có sân bóng, phòng gym",2
"Thời gian linh động, nhưng lương thưởng và chế độ thấp.",2
Công ty tốt,1
"Trả lương OT không hợp lý, chậm trả, OT nhiều.",2
Môi trường làm việc rất tốt,2
"Thích hợp với fresher hoặc muốn ổn định, lương thấp",2
"Mọi thứ đều tệ, chỉ có được thời gian làm việc khá thoải mái",2
Môi trường làm việc thoải mái,2
Môi trường tốt cho fresher,2
"Nơi học hỏi, giao lưu (tuỳ team)",2
Môi trường tốt cho sinh viên mới tốt nghiệp,2
"Môi trường trẻ trung, chế độ đảm bảo cho nhân viên",2
Môi trường chuyên nghiệp,1
Hợp với intern,2
"Tạm được, có cơ hội đi onsite, học hỏi nhiều",2
Học hỏi được nhiều,1
Môi trường intern khá tốt,1
Môi trường tuyệt vời,1
Công ty phù hợp cho các bạn fresher chưa có kinh nghiệm,2
Bất công cho DEV giỏi,2
Môi trường tốt,1
Môi trường tốt,2
Môi trường làm việc tốt,1
Môi trường tốt để học hỏi,2
Môi trường cởi mởi,2
"Công ty có môi trường tốt để làm việc, nhưng lương chưa được cao",2
Lương cũng không cao lắm,2
lương thấp,2
Môi trường tốt cho fresher,1
Môi trường tốt cho Junior,2
Đánh Giá tổng quan về Fsoft.,1
Môi trường làm việc tốt,1
Môi trường dành cho Fresher và những người quay lại Fsoft để tìm sự ổn định,1
Tốt cho người mới và người muốn làm lâu dài,2
Công việc rất ổn,1
Môi trường làm việc chuyên nghiêp,2
Môi trường như nhà nước 8h tới cty 5h về,2
Môi trường tốt cho sinh viên,1
Môi trường tốt,1
Môi trường làm việc tốt. Tuy nhiên đãi ngộ không tốt,2
Sếp rất tốt :D,2
Môi trường tốt với người trẻ nhưng k nên ở lâu,2
Môi trường tốt cho fresher học hỏi.,1
Môi trường tốt cho sinh viên mới ra trường.,2
Tốt cho sinh vien mới ra trường,2
Tốt cho sinh viên mới ra trường,2
"Môi trường học hỏi, làm việc và nâng cao kỹ năng tốt",1
"Môi trường làm việc hiện đại, thân thiện",1
"Sếp tốt, đồng nghiệp tốt, làm việc rất vui",2
Môi trường khá thoải mái,2
Tăng lương thấp,0
Môi trường tốt cho fresher,1
"Sếp tốt. Dễ phát triển, học hỏi. Môi trường tốt năng động...",1
"Môi trường thoải mái, lương bình thường",1
luong beo bot,0
Môi trường tốt cho Fresher.,2
Chế độ không tốt,2
"Môi trường rất tốt, học được nhiều",1
For Settler,0
"Môi trường ổn, lương không ổn",0
Đồng nghiệp tốt,0
"tạm được, tùy năng lực, bộ phận, công việc",0
Lương tạm được,0
Môi trường tốt,0
"Môi trường làm việc tốt, nhân viên hòa đồng",1
Môi trường tốt,1
Quá nhiều mảng công việc khi kết thúc dự án,2
"Môi trường tốt, lương thấp",2
Môi trường tốt,1
"Môi trường tốt, thời gian linh hoạt, đồng nghiệp gần gũi dễ gần.",2
"Environment has a lot of challenge, benefit is not good",0
Khá Hài lòng,2
"Công ty lớn, trẻ, năng động.",2
Môi trường tốt,2
môi trường tốt,2
OT Nhiều thích hợp cho mới ra trường,2
môi trường tốt,2
Khá là tốt cho những bạn mới ra trường.,2
"Không nên Intern, chỉ nên apply fresher",2
Nice place to start job career,0
Môi trường làm việc tốt. Nhưng lương hơi thấp,2
Chức danh tốt,0
"Chế độ tương đối, lương tăng ít",2
Tốt cho sinh viên mới ra trường,2
Thích hợp cho người muốn ổn định.,2
Ngon lành cho các bạn mới ra trường hoặc những bạn không quá quan tâm về lương,2
Các bạn có kinh nghiệm đừng nên vào,2
Tốt cho sinh viên mới ra trường,2
"Bên ngoài muốn vào, bên trong muốn ra",2
Sếp tốt .........,0
Sếp tốt nhân viên thân thiện,2
Phù hợp với người mới ra trường,2
Cơ sở vật chất tốt,1
Môi trường làm việc thoải mái.,2
Training khá tốt nhưng không đủ để đánh đổi,2
Môi trường phù hợp cho sinh viên,2
Môi trường tốt cho mới ra trường,1
Môi trường tạm được cho sinh viên mới ra trường,2
Không phù hợp lâu dài,1
Đánh giá chung,2
Môi trường tốt thích hợp cho fresher,2
"Môi trường tốt, nhân viên hòa đồng",1
Môi trường thoải mái,1
Môi trường tốt để học hỏi,1
"Môi trường cởi mở, thân thiện",1
"Môi trường năng động, nhiều chọn lựa và cơ hội học hỏi",2
Môi trường thoải mái nhưng OT nhiều,2
1 nơi tốt để học,2
Nơi học việc tốt,2
Công ty lơn,0
Môi trường thoải mái và thân thiện,0
My feedback about Fsoft Danang,0
Phù hợp với sinh viên mới ra trường,0
Cơ sở vật chất tốt,0
không gian làm việc dễ chịu,0
Nhiều dự án outsourcing,1
Môi trường tốt,1
Môi trường lớn,2
Môi trường dân chủ,0
Ổn cho Junior và middle,0
"Ot nhiều, luong thấp",2
Quản lí tốt nhưng bu lead không thực sự good,1
Thích hợp cho người mới ra trường,2
Đánh giá công ty.,2
Lương thấp,2
Môi trường làm việc tốt,1
FPT SoftWare mái nhà yêu thương,2
Xếp qua tốt. Quan tâm đến tiến độ dự án.,2
Hợp với người mới làm,2
"Lương không cao, văn phòng đẹp, văn hóa tốt",2
Dành cho fresher,1
Good start for fresher,0
Everything is good.,0
Văn phòng đẹp,1
cũng tạm được,2
"Lương thấp, OT triền miên",2
"Công ty khá tốt, có nhiều cơ hội để phát triển bản thân",1
Cơ hội tốt cho người biết nắm bắt,2
Môi trường thoải mái,2
Phù hợp với những bạn mới ra trường,1
Leader tốt,1
"Môi trường làm việc chuyên nghiệp, dân chủ",1
"Môi trường thân thiện, thoải mái",2
Bình thường không có gì,0
Thích hợp để học hỏi,1
lương thấp,2
Phù hợp cho sinh viên mới ra trường lấy kinh nghiệm,2
Tốt cho sinh viên mới ra trường,2
"Lương thấp, công việc nhàm chán, khó thăng tiến, OT nhiều",2
Đánh giá về Fsoft,1
"Lương thấp, môi trường làm việc thoải mái",2
"Môi trường làm việc khác tốt, lương tùy theo khả năng deal",1
Cần nâng mức lương so với mặt bằng chung,2
Phù hợp với những người mới ra trường,0
Không tốt ở nhiều mặt,2
Tốt để học hỏi,2
"overtime quá nhiều, sếp lương khủng trăm triệu mà toàn ngồi chơi",2
Môi trường thoải mái,1
Môi trường làm việc thân thiện,1
Khó để gắn bó lâu dài với công ty,2
Good teammates but not good bosses,0
"Sếp tốt, văn phòng đẹp + làm việc trong môi trường chuyên môn cao",1
Công việc thoải mái,2
Còn nhiều hạn chế,1
Môi trường thoải mái,1
Môi trường ok,1
"Cty làm việc không chuyên nghiệp, không đào tạo hoặc đào tạo tạm bợ",2
"Công ty phần mềm lớn nhất VN, thích hợp ng mún an nhàn hơn",0
Môi trường phù hợp để phát triển toàn diện,1
